Course Code,Course Name,Course URL,Offering Terms,Enrolment Conditions,Outline URL,Overview 
PTRL3030,Reservoir Characterisation,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL3030/,Term 2, ,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,"The course will introduce the student to the background knowledge in reservoir characterisation and modelling and guide the student in integrating extra-ordinarily sparse data spatially, across properties, and scales by application of geostatistical techniques."
PTRL3040,Numerical Reservoir Simulation,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL3040/,Term 3,Prerequisite:PTRL3001,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,This course aims to introduce the student to the background knowledge in numerical reservoir simulation which is a widely used tool in petroleum industry and research and guide the student to learn how to solve reservoir engineering problems through the professional use of numerical reservoir simulation. 
PTRL3050,Well Pressure Testing,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL3050/,Term 3,Pre-requisite: PTRL2019,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,This course will cover the analytical and numerical methods to interpret well pressure tests. Theory of transient well testing. Practical aspects of the design and performance of field test instrumentation. Pressure drawdown tests. Fall-off tests. Multi-rate tests. Gas well testing. Flow-after-flow. Isochronal and isochronal modified. Interference testing. Pulse testing. Drillstem tests. Fractured reservoir tests. Analysis of multiphase flow tests. Special Project
PTRL4010,Integrated Oil and Gas Field Evaluation A,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4010/,Term 1,Pre-requisite: PTRL2114,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,This course is the first of two parts and is undertaken prior to PTRL4041 Research Thesis B. Successful completion of Parts A and B are required to obtain the equivalent of 12 UOC. Students must complete a Honours Research Thesis application form and submit to the School's office before the commencement of the semester enrolment.
PTRL4011,Integrated Oil/Gas Field Evaluation B (Thesis),https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4011/,Term 2,Pre-requisite: PTRL3025 AND PTRL4010,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,"The students gain hand-on experience of the complete evaluation of an actual field offshore Australia. this course covers (a) the construction of a computerised economic model incorporating the fiscal terms for oil and gas developments offshore Australia, (b) reservoir engineering and simulation of reservoir(s) to predict reserves, production performance and field development options (this also involves assessing the economics of the field developement options) and (c) valuing the field and formulating a bid to acquire a participating interest in the property."
PTRL4012,Enhanced Oil and Gas Recovery,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4012/,Term 1,Pre-requisite: PTRL3040,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,
PTRL4017,Well Technology,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4017/,Term 2,Prerequisite:PTRL3015,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,"Unit A - Well Design: Prediction of formation pore pressure and stress gradients. Determination of safety mud weight bounds for different in-situ stress conditions. Design and planning well trajectory. Surveying tools and methods. Design of drill string including bottomhole assembly. Drilling methods and equipment for directional, horizontal and multilateral wells. Selection of casing shoes, material properties and design of casing program."
PTRL4020,Natural Gas Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4020/,Term 1,Pre-requisite: PTRL2019,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,"Properties of natural gases: typical compositions. Definition of terms. Basic concepts of thermodynamics: the energy equation; ideal gas heat capacities, mean heat capacities; enthalpy; heating values of fuels; greenhouse gas contributions. Consequences of the second law of thermodynamics: power plant limitations; LNG power requirements. Equations of state: general cubic equations, specific high accuracy equations. Use of equations of state to find residual energy properties. Gas compression: positive displacement and centrifugal compressors; fans. Calculation of poser requirements; isothermal, isentropic, polytropic efficiencies. Compressible flow: fundamental equations of flow: continuity, momentum, energy equations. Choking in nozzles and valves. Low velocity isothermal flow in horizontal and vertical pipes: the Weymouth equation; high velocity limitations. Introduction to gas hydrates; predicting hydrate formation; estimating rates of injection for hydrate inhibitors. Naturally occurring hydrates as an energy resource. Unconventional resources for natural gas (coalbed methane, shale gas, tight gas)."
PTRL4021,Petroleum Production Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4021/,Term 2,Prerequisite:PTRL3001,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,"Components of the petroleum production systems. Well inflow performance and deliverability analysis. Production from both saturated and undersaturated oil reservoirs. Production from two phase reservoirs. Production from gas reservoirs. Pseudo critical properties of natural gases. Gas well deliverability for non-DArcy flow. The near-wellbore condition and wellbore skin characterisation. Well head surface gathering systems. Artificial lift systems. Horizontal well production. Production chemistry basics (wax, scale, corrosion, emulsions)."
PTRL4024,Drilling Fluids and Cementing,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4024/,Term 3,"Prerequisite:PTRL3003,PTRL3015",https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,The course comprises of Unit A and Unit B:
PTRL4040,Research Thesis A,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4040/, ,Minimum WAM of 70 and completion of 132UOC,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,This course is the first of two parts and is undertaken prior to PTRL4041 Research Thesis B. Successful completion of Parts A and B are required to obtain the equivalent of 12 UOC. Students must complete a Honours Research Thesis application form and submit to the School's office before the commencement of the semester enrolment.
PTRL4041,Research Thesis B,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4041/, ,Prerequisites: PTRL4040,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,This course is the second of two parts and is undertaken after the completion of PTRL4040 Research Thesis A usually in the proceeding semester. Successful completion of Parts A and B are required to obtain the equivalent of 12 units of credit. 
PTRL4951,Research Thesis A,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4951/,"Term 1, Term 2, Term 3",Prerequisite: completion of 126 UOC and 85 WAM and completion of 3rd year core,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,"The thesis provides an opportunity for you to bring together engineering principles learned over your previous years of study and apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis. Thesis projects are complex, open-ended problems that allow room for your creativity, and the acquisition, analysis and interpretation of results. There are multiple possible solutions or conclusions at the outset and sufficient complexity to require a degree of project planning. The thesis requires you to formulate problems in scientific or engineering terms, manage an technical project and find solutions by applying scientific and engineering methods. You will also develop their ability to work in a research and development environment. You must identify a supervisor and project prior to enrolling in this course. This is the first course of the 3 course thesis structure."
PTRL4952,Research Thesis B,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4952/,"Term 1, Term 2, Term 3",Prerequisite: Completion of Research Thesis A (4951),https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,"The thesis provides an opportunity for you to bring together engineering principles learned over your previous years of study and apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis. Thesis projects are complex, open-ended problems that allow room for your creativity, and the acquisition, analysis and interpretation of results. There are multiple possible solutions or conclusions at the outset and sufficient complexity to require a degree of project planning. The thesis requires you to formulate problems in scientific or engineering terms, manage an technical project and find solutions by applying scientific and engineering methods. You will also develop their ability to work in a research and development environment. You must identify a supervisor and project prior to enrolling in this course. This is the first course of the 3 course thesis structure."
PTRL4953,Research Thesis C,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL4953/,"Term 1, Term 2, Term 3",Prerequisite: Completion of Research Thesis B (4952),https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,"The thesis provides an opportunity for you to bring together engineering principles learned over your previous years of study and apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis. Thesis projects are complex, open-ended problems that allow room for your creativity, and the acquisition, analysis and interpretation of results. There are multiple possible solutions or conclusions at the outset and sufficient complexity to require a degree of project planning. The thesis requires you to formulate problems in scientific or engineering terms, manage an technical project and find solutions by applying scientific and engineering methods. You will also develop their ability to work in a research and development environment. You must identify a supervisor and project prior to enrolling in this course. This is the first course of the 3 course thesis structure."
PTRL5100,Geomechanics A,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL5100/, ,Prerequisites: PTRL2019 OR PTRL5019,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,
PTRL5119,Geothermal Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/PTRL5119/, , ,https://www.engineering.unsw.edu.au/minerals-energy-resources/student-resources/course-information/course-outlines,"The Geothermal Engineering course provides an overview of geothermics and geothermal energy production for geothermal and petroleum engineers. The course covers the fundamental topics of heat and mass transport in porous media, thermomechanics, geochemistry and their dedicated applications (geothermal power production, reservoir management, enhanced geothermal systems,  etc). While the course is designed for postgraduate students, senior undergraduate students may also select it as an elective."
REGZ9000,University Orientation and Study Skills (UPP) 1,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/REGZ9000/,"Term 1, Term 2", ,http://www.lc.unsw.edu.au,"
"
REGZ9070,UPP Mathematics Skills,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/REGZ9070/,Term 1, ,http://www.lc.unsw.edu.au,REGZ9070 University Preparation Program Mathematics Skills 1 is designed  to provide a level of competency in mathematics for students who have  not studied HSC Mathematics (or equivalent) at high school and who are  enrolled in either the Science or Engineering components of the University  Preparation Program (UPP).  Students would normally have studied Year 10 Mathematics. Successful completion of this course followed by REGZ9072 should enable students to undertake university level programs that require an equivalent of NSW HSC 2 unit mathematics. 
REGZ9072,UPP Mathematics Skills 2,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/REGZ9072/,Term 2, ,http://www.lc.unsw.edu.au,REGZ9072 University Preparation Program Mathematics Skills 2  allows students who have successfully completed UPP Maths Skills 1 to engage with the material at a deeper level and consolidate the understandings acquired in Semester 1 in REGZ9070. Successful completion of this course following REGZ9070 should enable  students to undertake university level programs that require an  equivalent of NSW HSC two unit Mathematics.
REGZ9073,UPP Mathematics Skills 3,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/REGZ9073/,Term 3, ,http://www.handbook.unsw.edu.au/general/2018/SSAPO/previousEditions.html,REGZ9070 University Preparation Program Mathematics Skills 1 is designed to provide a level of competency in mathematics for students who have not studied HSC Mathematics (or equivalent) at high school and who are enrolled in either the Science or Engineering components of the University Preparation Program (UPP).  Students would normally have studied Year 10 Mathematics. Successful completion of this course followed by REGZ9072 should enable students to undertake university level programs that require an equivalent of NSW HSC 2 unit mathematics.
REGZ9075,Academic Skills 1,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/REGZ9075/,Term 1, ,http://www.lc.unsw.edu.au,"Academic Skills 1 introduces students to fundamental skills of studying at university. The course is taught in an interactive method, so that students are able to learn through participation. The course contains a number of written and spoken assignments which allow students to develop their reading, writing, thinking, researching and spoken skills. These assignments include: essays, presentation, exam, participation. The course will be based around a general topic which will be explained in Week 1. "
REGZ9076,Academic Skills 2,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/REGZ9076/,Term 2, ,http://www.unsw.edu.au/unswprep17-19,"Academic Skills 2 develops the fundamental skills of studying at university. It builds on skills already learned in Academic Skills 1, but introduces students to study strategies used in scientific topics. The course is taught in an interactive method, so that students are able to learn through participation. The course contains a number of written and spoken assignments which allow students to further deepen their reading, writing, thinking, researching and spoken skills. Similar to semeseter one, this course will be based around a general topic which will be explained in Week 1."
REGZ9077,Social Science Skills 1,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/REGZ9077/,Term 1, ,http://www.lc.unsw.edu.au,"Social Science Skills 1 focuses on the fundamental aspects of studying in social science subjects such as how to undertake research using qualitative and quantitative data, interpreting data and writing up results. The course is taught in an interactive method, so that students are able to learn through participation. The course contains a number of written and spoken assignments which allow students to develop their reading, writing, thinking, researching and spoken skills. The course will be based around a general topic which will be explained in Week 1."
REGZ9078,Social Science Skills 2,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/REGZ9078/,Term 2, ,http://www.lc.unsw.edu.au,"Social Science Skills 2 focuses on further developing the academic skills learned in semester one. The emphasis in this course will be on undertaking individual and collaborative research projects. It will be taught in an interactive method, so that students learn through active and ongoing participation. The course contains a number of written and spoken assessments which focus students towards completing the final research report. The topic for the course will be explained in Week 1."
REGZ9255,University Orientation and Study Skills (UPP) 2,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/REGZ9255/,Term 3, ,http://www.lc.unsw.edu.au/,"
"
REST0001,Property Performance Analysis,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/REST0001/,Term 1, ,http://www.be.unsw.edu.au,"Every rational real estate investor usually expects future returns on their investments. And due to the significance of the real estate industry to individuals and the national development of any country, this course focuses on the systematic analysis of the principles and methods of contemporary property investment performance analysis."
REST0004,Property Investment and Finance,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/REST0004/,Term 1, ,http://www.be.unsw.edu.au,"This course provides insight into property investment and ?nance in Australia and overseas. It introduces the concept of investment analysis in the context of property. It explores the unique features of income-producing property and examines the performance of these properties through the application of a variety of investment techniques. Students critically review equity and debt ?nancing and examine the ?nancing alternatives available, as well as methods for evaluating these alternatives. Students also examine the impact of debt ?nancing on a property investment and evaluate the taxation aspects of property transactions. In addition, students gain both a theoretical and an applied understanding of an after-tax cash ?ow projection in this unit. The role of real estate in a mixed-asset portfolio is also examined. The contemporary issues (e.g. green property investment and international property finance) are also addressed. This enables students to develop a high level of knowledge of the workings of modern- day real estate capital markets."
REST0005,Property Valuation,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/REST0005/,Term 2, ,http://www.be.unsw.edu.au,"Property valuation remains one of the most important specializations in the real estate profession. This is because valuers are specially educated and trained to carry out property valuations for the public due to the peculiarity and importance of real estate assets. Hence, this course provides a graduate-level introduction to property valuation theory and practice.  The topics to be discussed include the concept of value, purpose and basis of property valuation, methods of property valuation (both traditional and advanced), property valuation process and property valuation report and an introduction to the application of computer programs in property valuation."
REST0006,Property Development and Feasibility Analysis,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/REST0006/,Term 2, ,http://www.be.unsw.edu.au,
REST0007,Asset and Facilities Management,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/REST0007/,Term 3, ,http://www.be.unsw.edu.au,"
              
This course introduces the key issues in facilities management and how it relates to organisational strategies within the context of corporate infrastructure resourcing. Topics include facility planning, financial forecasting, real estate strategies, property management, maintenance and operation and performance measurement as enablers of business.
                                  "
REST0010,Property Industry Application,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/REST0010/,Term 3, ,http://www.be.unsw.edu.au,
REST0018,Research Project,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/REST0018/,"Term 1, Term 3",Pre-requisite: BENV7020,http://www.be.unsw.edu.au,"REST 0018 Research Project is a continuation course, following your satisfactory completion of BENV 7020 Research Seminar. Complementing the pre-requisite knowledge gained, this course introduces you to the fundamentals of research implementation, data analysis, and research report (thesis) writing so as to provide you with an integral view of the research process. It provides students with a comprehensive understanding on: (i) the key issues and challenges facing students in undertaking research; (ii) the types of research approaches, designs, methods and data collection processes; (iii) the types of quantitative and qualitative data analysis techniques; and (iv) the research results presentation and thesis writing."
REST0019,Real Property Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/REST0019/,Term 3, ,http://www.be.unsw.edu.au,
REST0022,Building Analytics,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/REST0022/,Term 2, ,http://www.handbook.unsw.edu.au/general/2018/SSAPO/previousEditions.html,"This course is an introduction to data analytics and is of high relevance to the construction and property industries considering the amount of data generated by organisations and in their projects. For example, project health and safety data, marketing strategies of companies, extreme weather conditions, building energy consumption, organisational performance and productivity data, employee absenteeism rate, rental and sales trends, etc. The ability to store, organize, retrieve and analyse relevant data is often touted to be one of the key factors driving project and organisational effectiveness and success.  In this course, students will be explored to basic database development and management and analytical procedures, and basic data analysis using Microsoft EXCEL."
RISK2001,Fundamentals of Risk and Risk Management,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/RISK2001/,"Term 1, Term 3",Pre-requisite: ECON1101 and ACCT1501,https://www.business.unsw.edu.au/degrees-courses/course-outlines/RISK2001,"This course aims to introduce students to the complex and diverse range of risks that indivduals and organizations must manage in today's fast-changing global environment, as well as the fundamental principles, frameworks and practices of risk management. The course discusses the complex nature of the words 'uncertainty' and 'risk', and how their many definitions and interpretations impact risk management. The course covers aspects of risk management including why individuals and organizations must manage risks; the identification, classification and measurement of risks; the fundamental principles and frameworks for risk management; the tools and techniques used in the risk management process; the important role of risk culture and communication in managing enterprise risks; and current issues in risk management."
RISK2002,Risk Analytics,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/RISK2002/,Term 2,Pre-requisite: ACCT1501 and (ECON1203 or RISK2001),https://www.business.unsw.edu.au/degrees-courses/course-outlines/RISK2002,"Risk analytics enable clearer visibility into the challenges associated with managing a wide range of risks facing organisations in today’s increasingly complex operational environment. This course introduces analytics tools and techniques to measure, quantify and analyse risks. The course focuses on the application of these tools to risk assessment, which is a key component of the risk management process. The course covers risk analytics tools and approaches routinely used to analyse strategic, operational, environmental, health and safety, engineering reliability and security risks. Emphasis is placed on the practical applications of these approaches using qualitative, semi-quantitative and quantitative tools and techniques, including Scenario Methods, Bayesian Networks, Human Reliability Analysis, Toxicological Assessment, Risk Maps and approaches to dealing with extremes."
RISK3003,Risk Decision Analytics,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/RISK3003/,Term 2,Pre-requisite: ACCT1501 and (ECON1203 or RISK2001),https://www.business.unsw.edu.au/degrees-courses/course-outlines/RISK3003,"Risk decision analytics provides a systematic, quantitative and visual approach to addressing and evaluating important choices confronted by decision makers. They enable individuals and organisations to make better decisions by using a variety of Decision Analysis tools to assess all relevant information and evaluate decision outcomes to aid in the decision-making process. This course introduces Decision Analysis procedures, techniques and tools. The course focuses on the application of these structured approaches to developing solutions to decision problems involving uncertainty and multiple objectives. The course covers Decision Analysis tools used to model decisions, uncertainty and preferences, including Decision Trees, Influence Diagrams, Sensitivity Analysis, Bayesian Networks and Monte Carlo Simulation. The course also covers Decision Analysis approaches to evaluating the value of information, incorporating risk attitudes in decisions making, and using Multi-criteria Decision Analysis."
RISK3009,Risk Management Strategies,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/RISK3009/,Term 3,Pre-requisite: RISK2001 and FINS3631,https://www.business.unsw.edu.au/degrees-courses/course-outlines/RISK3009,"This course covers innovative risk management strategies using capital and insurance market techniques including those used in the alternative risk transfer (ART) market. Topics include: product types; securitization; pricing risk-linked securities; credit risk; weather and energy risk; modelling individual risks; industry specific case studies; portfolio considerations; accounting, regulatory and legal issues."
SART1311,Making: Painting,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART1311/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"This course will introduce basic concepts and skills associated with painting. You will engage with a variety of materials and methods of painting as a means of art making. The focused, practical experiences in this course provide an understanding of painting's specific processes and creative possibilities. By the end of the course, you will have an insight into the expectations and versatility of this discipline."
SART1312,Making: Photography,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART1312/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,
SART1313,Making: Printmaking,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART1313/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"This course will introduce the creative concepts and practical skills associated with contemporary printmaking practice. Students will investigate, using a combination of experimental and traditional approaches, the materials and methodologies of two printmaking techniques – matrix strategies via relief printing and screen methods via serigraphy."
SART1314,Making: Installation Art,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART1314/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"This studio course enables you to study the foundations of sculpture, performance, installation and environmental art, and introduces the skills, processes, concepts and visual language that will support you in future creative work."
SART1501,Painting,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART1501/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"The aim of this course is to enable the student to develop skills and an intuitive awareness of aesthetic values in painting so that the student can use the discipline of painting as a means of individual artistic expression. The student will explore theoretical concepts and develop relevant skills as a basis for making paintings. The student will undertake projects aimed at encouraging an individual, creative and professional approach to painting."
SART1502,Drawing,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART1502/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"This course will enable students to develop a command of drawing as a visual arts discipline and to relate the art of drawing to other areas of creative endeavour. The student will explore various aspects of drawing and develop competence and confidence in drawing. The student will undertake exercises which will emphasise drawing as a means of creative expression, and also as a tool of research in the visual arts."
SART1641,Video Art,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART1641/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"These courses offer students the opportunity to gain an awareness of the nature and variety of experiences included in the television area, to appreciate the specific qualities and potential of the video and electronic media and to acquire the technical, intellectual and creative skills necessary for the creation of original video work. By exploration of a theoretical overview and the development of relevant skills the student will formulate and implement an extensive study of a field of practice within the area of Video."
SART2361,Advanced Etching,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2361/, ,Prerequisite: SART1361.,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"This course allows students to develop the basic principles and techniques of intaglio printing, including etching, drypoint and engraving. Through investigation and selection students will demonstrate an understanding of the technical means and aesthetic qualities of the original print. Students will attain a level of competence in a chosen process and develop their potential as creative artists in the printmaking medium in the context of contemporary practice."
SART2400,Painting and Materiality,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2400/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,
SART2401,Painting and Technology,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2401/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"This course encourages you to consider technology's relationship to the evolution of painting through both historical and contemporary contexts. You will explore the influence of lens-based technologies and the proliferation of images generated through mechanical and electronic media. You will investigate the impact of technology's effect in developing alternative perceptual and material processes for contemporary painting. You will employ strategies of imaging, mediation and manipulation to experiment with new possibilities for painting in the digital age. "
SART2403,"Painting: Space, Time and Place",https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2403/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"In this course, you will explore the roles of spatiality, temporality and site in relation to representation in contemporary painting. Historically, painting has been an innovative medium through which to reconfigure spatial and temporal awareness. You will explore painting in relation to contemporary contexts of motion, mapping and location. Questions as to how contemporary painting responds to your experiences of space, time and place in the contexts of global mobility, connectivity, and multiple dimensionality of mediums will provide you with inspiration for different bodies of work."
SART2404,Printmaking: Etching,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2404/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"SART2404 Printmaking - Etching offers studio-based instruction in a range of etching techniques. These include matrix development using hardground line, aquatint, lift ground, drypoint, collagraph and deep-etch methods as well as several printing strategies that include basic colour methods. You will undertake projects that investigate core thematic and technical issues relevant to contemporary art in print that will support you in the production of a self-directed practical project that builds on your research and understanding of the contemporary art print. "
SART2405,Printmaking: Relief Printing,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2405/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"SART2405 Printmaking: Relief Printing offers studio-based instruction in a range of relief printing and intaglio matrix based techniques. Participants will learn about the relief applications of linocut, woodcut, relief etching and collagraph based methods that work independently or in combination with other printing processes.      You will undertake projects that investigate core thematic and technical issues relevant to contemporary art in print that will support you in the production of a self-directed practical project that builds on your research and understanding of the contemporary art print. "
SART2407,Printmaking: Screenprinting,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2407/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,
SART2408,Sculpture Performance & Installation: Experimental Fieldwork,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2408/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"This course introduces you to the value of fieldwork conducted outside the studio in urban and natural environments to enrich the content of your practice. In the process, you will build experiential and academic knowledge of the disciplines Sculpture, Performance and Installation Art and their interdisciplinary potential. The issues of identity, social engineering and indoctrination will be investigated in the urban environment. You will investigate environmental sustainability and our relationship to the natural environment and you will experiment with corporeal action, ephemeral processes, site specific installations and environmental interventions. Using your experiments and research skills in consultation with your lecturer and your peers, you will independently develop approaches to the representation of your ideas by fabricating a substantial body of artwork both in the studio and the natural environment. The principal aim is to build an integrated approach to art making supported by lectures, research, an intensive workshop, challenging project work and its critique. This 2nd Year course contributes to studies in the Sculpture, Performance and Installation stream.   "
SART2410,SPI: Mixed Methods,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2410/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"This studio based course, SPI: Mixed Methods, begins with an exploration of articulated space, form and materiality to explore corporeal movement in stasis. The aim is to capture a feeling of action in abstract form derived from a collaborative movement workshop.  Using the traditional skills of carving and sheet metal manipulation in innovative ways, you will create an artwork that heightens your ability to visualise form in three dimensions, then execute this specific form using the precision of plaster carving. You will acquire the ability to make plaster casts and be inducted in advanced woodwork skills to make imaginative artworks that address stimulating conceptual themes.  You will exhibit artworks fabricated in this course  in a formal exhibition venue along with documentation of ephemeral, time based artworks created on the Sculpture Camp, where the skills you have learnt in class may be applied to environmental, site specific artworks. "
SART2411,Sculpture Performance & Installation: Space Content Action,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2411/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"In this course, you will experiment with new methods of production, such as kinetic structures, digital technologies and their interface with innovative applications of traditional modes of production. The course encourages an integration of these technical fabrication skills with more informal approaches to studio production, such as the assemblage of manipulated found objects. You will research in depth your responses to a variety of interpretive project briefs that address the cross cultural and intrapersonal as well temporal phenomena, exploring improvisation, dynamic movement and action based art to expand your practice. The diversity of possible production methods and the conceptual content provides a diagnostic tool to determine the possible direction of your future practice. An active engagement in collaborative activities and discourse, rigorous feedback of work in progress, increases your ability to resolve your artworks' conceptual and perceptual coherence. This course relates to companion courses in the Sculpture Performance & Installation Stream by providing a mixed media skills base in association with other BFA Year 2 courses in preparation for studies in Year 3. "
SART2412,Drawing: Materials and Construction,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2412/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"Drawing: Materials and Construction invites you to explore various drawing methodologies as well as new and traditional processes of making drawing relating to contemporary aesthetics. The extension of drawing via concepts such as collage, assemblage, found object and new drawing mediums will be explored. With emphasis on the agency of drawing's immediacy and the physicality of materials, that is in context of how a drawing's content and form work together."
SART2413,Drawing and the individual,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2413/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"This is a studio based course that examines definitions and contexts related to the 'individual' through a series of practical projects. You will use drawing as an expressive medium to investigate figurative subjects in relation to culture, identity or technology. Your perception and representation of the individual in drawing practice will be actively challenged in response to such questions as, how do we understand the individual in a contemporary context?"
SART2415,Photographic Worlds: Interventions and Fictions,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/SART2415/, , ,https://handbook.artdesign.unsw.edu.au/scripts/getoutline.php,"At what point do worlds and photographs collide to confuse perception, fabricate logic or create social tension? In this course you will explore the nature of photographic vision and the staging of ideas through the lens of medium format photography. In conjunction with these objectives you will develop your knowledge of location lighting, high-end scanning and a variety of output options to contextualise your concepts."
